2019-03-08 16:26:08.2533333,16,1,S,491,redshift
2019-03-08 16:26:09.0033333,16,2,S,714,redshift
2019-03-08 16:26:09.3000000,16,3,S,265,redshift
2019-03-08 16:26:10.8800000,16,1,M,1549,redshift
2019-03-08 16:26:15.2300000,16,2,M,4316,redshift
2019-03-08 16:26:17.1700000,16,3,M,1910,redshift
2019-03-08 16:26:30.1200000,16,1,L,12922,redshift
2019-03-08 16:27:10.2900000,16,2,L,40136,redshift
2019-03-08 16:27:27.4100000,16,3,L,17087,redshift
2019-03-08 16:27:27.8133333,16,1,S,368,redshift
2019-03-08 16:27:28.5200000,16,2,S,684,redshift
2019-03-08 16:27:28.8300000,16,3,S,269,redshift
2019-03-08 16:27:30.4600000,16,1,M,1600,redshift
2019-03-08 16:27:34.6800000,16,2,M,4196,redshift
2019-03-08 16:27:36.5766667,16,3,M,1869,redshift
2019-03-08 16:27:49.4800000,16,1,L,12863,redshift
2019-03-08 16:28:29.7300000,16,2,L,40224,redshift
2019-03-08 16:28:46.8666667,16,3,L,17104,redshift
2019-03-08 16:28:47.2733333,16,1,S,360,redshift
2019-03-08 16:28:48.0233333,16,2,S,723,redshift
2019-03-08 16:28:48.4600000,16,3,S,409,redshift
2019-03-08 16:28:50.1200000,16,1,M,1605,redshift
2019-03-08 16:28:54.3733333,16,2,M,4216,redshift
2019-03-08 16:28:56.2500000,16,3,M,1838,redshift
2019-03-08 16:29:10.8000000,16,1,L,14500,redshift
2019-03-08 16:29:51.0100000,16,2,L,40180,redshift
2019-03-08 16:30:08.2800000,16,3,L,17236,redshift
2019-03-08 16:33:37.7066667,32,1,S,498,redshift
2019-03-08 16:33:38.3033333,32,2,S,552,redshift
2019-03-08 16:33:38.5366667,32,3,S,204,redshift
2019-03-08 16:33:39.4900000,32,1,M,917,redshift
2019-03-08 16:33:41.7766667,32,2,M,2259,redshift
2019-03-08 16:33:42.8700000,32,3,M,1067,redshift
2019-03-08 16:33:49.5333333,32,1,L,6624,redshift
2019-03-08 16:34:10.5600000,32,2,L,20998,redshift
2019-03-08 16:34:19.2733333,32,3,L,8687,redshift
2019-03-08 16:34:19.6200000,32,1,S,297,redshift
2019-03-08 16:34:20.1966667,32,2,S,559,redshift
2019-03-08 16:34:20.5100000,32,3,S,276,redshift
2019-03-08 16:34:21.5733333,32,1,M,1033,redshift
2019-03-08 16:34:23.8400000,32,2,M,2246,redshift
2019-03-08 16:34:24.8566667,32,3,M,984,redshift
2019-03-08 16:34:31.4733333,32,1,L,6587,redshift
2019-03-08 16:34:52.5600000,32,2,L,21051,redshift
2019-03-08 16:35:01.3066667,32,3,L,8717,redshift
2019-03-08 16:35:01.6366667,32,1,S,290,redshift
2019-03-08 16:35:02.2166667,32,2,S,533,redshift
2019-03-08 16:35:02.5300000,32,3,S,285,redshift
2019-03-08 16:35:03.5300000,32,1,M,959,redshift
2019-03-08 16:35:05.8133333,32,2,M,2253,redshift
2019-03-08 16:35:06.8766667,32,3,M,1033,redshift
2019-03-08 16:35:13.4600000,32,1,L,6554,redshift
2019-03-08 16:35:34.7033333,32,2,L,21211,redshift
2019-03-08 16:35:43.5100000,32,3,L,8769,redshift
2019-03-08 16:37:14.8933333,8,1,S,12426,redshift
2019-03-08 16:37:20.9166667,8,2,S,5990,redshift
2019-03-08 16:37:26.3300000,8,3,S,5388,redshift
2019-03-08 16:37:29.4133333,8,1,M,3036,redshift
2019-03-08 16:37:38.3133333,8,2,M,8882,redshift
2019-03-08 16:37:42.3166667,8,3,M,3968,redshift
2019-03-08 16:38:10.2900000,8,1,L,27927,redshift
2019-03-08 16:39:35.6733333,8,2,L,85361,redshift
2019-03-08 16:40:13.8000000,8,3,L,38088,redshift
2019-03-08 16:40:14.2233333,8,1,S,383,redshift
2019-03-08 16:40:15.4766667,8,2,S,1223,redshift
2019-03-08 16:40:16.0066667,8,3,S,498,redshift
2019-03-08 16:40:19.1500000,8,1,M,3107,redshift
2019-03-08 16:40:27.9900000,8,2,M,8795,redshift
2019-03-08 16:40:31.9933333,8,3,M,3976,redshift
2019-03-08 16:40:59.7900000,8,1,L,27766,redshift
2019-03-08 16:42:24.9466667,8,2,L,85133,redshift
2019-03-08 16:43:02.9533333,8,3,L,37968,redshift
2019-03-08 16:43:03.5333333,8,1,S,554,redshift
2019-03-08 16:43:04.8666667,8,2,S,1301,redshift
2019-03-08 16:43:05.3500000,8,3,S,449,redshift
2019-03-08 16:43:08.4166667,8,1,M,3032,redshift
2019-03-08 16:43:17.2866667,8,2,M,8836,redshift
2019-03-08 16:43:21.3533333,8,3,M,4042,redshift
2019-03-08 16:43:49.2900000,8,1,L,27914,redshift
2019-03-08 16:45:18.1000000,8,2,L,88759,redshift
2019-03-08 16:45:56.2233333,8,3,L,38100,redshift
2019-03-08 16:47:36.7800000,4,1,S,12446,redshift
2019-03-08 16:47:43.8200000,4,2,S,6997,redshift
2019-03-08 16:47:49.4033333,4,3,S,5557,redshift
2019-03-08 16:47:57.2233333,4,1,M,7785,redshift
2019-03-08 16:48:16.5733333,4,2,M,19327,redshift
2019-03-08 16:48:26.3033333,4,3,M,9692,redshift
2019-03-08 16:49:23.4500000,4,1,L,57115,redshift
2019-03-08 16:52:15.5800000,4,2,L,172092,redshift
2019-03-08 16:53:33.2300000,4,3,L,77618,redshift
2019-03-08 16:53:33.8866667,4,1,S,620,redshift
2019-03-08 16:53:36.2733333,4,2,S,2361,redshift
2019-03-08 16:53:37.0433333,4,3,S,734,redshift
2019-03-08 16:53:43.0466667,4,1,M,5979,redshift
2019-03-08 16:54:00.4866667,4,2,M,17402,redshift
2019-03-08 16:54:08.2000000,4,3,M,7690,redshift
2019-03-08 16:55:03.2133333,4,1,L,54976,redshift
2019-03-07 19:33:34.7100000,4,1,S,3412,sql_azuredw
2019-03-07 19:33:37.7433333,4,2,S,3016,sql_azuredw
2019-03-07 19:33:40.9500000,4,3,S,3161,sql_azuredw
2019-03-07 19:33:45.3933333,4,1,M,4405,sql_azuredw
2019-03-07 19:33:49.7866667,4,2,M,4367,sql_azuredw
2019-03-07 19:33:54.8233333,4,3,M,5021,sql_azuredw
2019-03-07 19:35:21.8800000,4,1,L,87022,sql_azuredw
2019-03-07 19:35:53.6300000,4,2,L,31716,sql_azuredw
2019-03-07 19:36:33.2866667,4,3,L,39629,sql_azuredw
2019-03-07 19:36:35.6166667,4,1,S,2291,sql_azuredw
2019-03-07 19:36:38.7366667,4,2,S,3090,sql_azuredw
2019-03-07 19:36:42.1633333,4,3,S,3403,sql_azuredw
2019-03-07 19:36:46.3700000,4,1,M,4176,sql_azuredw
2019-03-07 19:36:50.9866667,4,2,M,4584,sql_azuredw
2019-03-07 19:36:56.1466667,4,3,M,5139,sql_azuredw
2019-03-07 19:37:24.0533333,4,1,L,27869,sql_azuredw
2019-03-07 19:37:55.1200000,4,2,L,31039,sql_azuredw
2019-03-07 19:38:34.3033333,4,3,L,39152,sql_azuredw
2019-03-07 19:38:36.6000000,4,1,S,2262,sql_azuredw
2019-03-07 19:38:39.5400000,4,2,S,2909,sql_azuredw
2019-03-07 19:38:44.7533333,4,3,S,5186,sql_azuredw
2019-03-07 19:38:48.8500000,4,1,M,4075,sql_azuredw
2019-03-07 19:38:53.4166667,4,2,M,4521,sql_azuredw
2019-03-07 19:38:58.7066667,4,3,M,5172,sql_azuredw
2019-03-07 19:39:25.4400000,4,1,L,26694,sql_azuredw
2019-03-07 19:39:55.7166667,4,2,L,30246,sql_azuredw
2019-03-07 19:40:39.8633333,4,3,L,44112,sql_azuredw
2019-03-07 20:08:08.1933333,8,1,S,3306,sql_azuredw
2019-03-07 20:08:10.7100000,8,2,S,2492,sql_azuredw
2019-03-07 20:08:13.9133333,8,3,S,3172,sql_azuredw
2019-03-07 20:08:17.7133333,8,1,M,3758,sql_azuredw
2019-03-07 20:08:20.9833333,8,2,M,3250,sql_azuredw
2019-03-07 20:08:24.7533333,8,3,M,3732,sql_azuredw
2019-03-07 20:08:45.0400000,8,1,L,20262,sql_azuredw
2019-03-07 20:09:08.1600000,8,2,L,23087,sql_azuredw
2019-03-07 20:09:30.1366667,8,3,L,21934,sql_azuredw
2019-03-07 20:09:32.5300000,8,1,S,2368,sql_azuredw
2019-03-07 20:09:34.8600000,8,2,S,2293,sql_azuredw
2019-03-07 20:09:38.0833333,8,3,S,3188,sql_azuredw
2019-03-07 20:09:41.1333333,8,1,M,3019,sql_azuredw
2019-03-07 20:09:44.9166667,8,2,M,3764,sql_azuredw
2019-03-07 20:09:48.7500000,8,3,M,3786,sql_azuredw
2019-03-07 20:10:03.1866667,8,1,L,14407,sql_azuredw
2019-03-07 20:10:19.7966667,8,2,L,16591,sql_azuredw
2019-03-07 20:10:39.7266667,8,3,L,19886,sql_azuredw
2019-03-07 20:10:41.7433333,8,1,S,1993,sql_azuredw
2019-03-07 20:10:44.4966667,8,2,S,2721,sql_azuredw
2019-03-07 20:10:47.6566667,8,3,S,3136,sql_azuredw
2019-03-07 20:10:51.2233333,8,1,M,3525,sql_azuredw
2019-03-07 20:10:54.8833333,8,2,M,3637,sql_azuredw
2019-03-07 20:10:59.3100000,8,3,M,4388,sql_azuredw
2019-03-07 20:11:14.4366667,8,1,L,15091,sql_azuredw
2019-03-07 20:11:30.7500000,8,2,L,16278,sql_azuredw
2019-03-07 20:11:51.2100000,8,3,L,20431,sql_azuredw
2019-03-07 20:46:24.0533333,32,1,S,3207,sql_azuredw
2019-03-07 20:46:25.6933333,32,2,S,1616,sql_azuredw
2019-03-07 20:46:27.5400000,32,3,S,1823,sql_azuredw
2019-03-07 20:46:30.0600000,32,1,M,2476,sql_azuredw
2019-03-07 20:46:31.7633333,32,2,M,1683,sql_azuredw
2019-03-07 20:46:33.8000000,32,3,M,1998,sql_azuredw
2019-03-07 20:46:48.8966667,32,1,L,15061,sql_azuredw
2019-03-07 20:46:54.4000000,32,2,L,5476,sql_azuredw
2019-03-07 20:47:03.7700000,32,3,L,9330,sql_azuredw
2019-03-07 20:47:05.0366667,32,1,S,1234,sql_azuredw
2019-03-07 20:47:06.5066667,32,2,S,1430,sql_azuredw
2019-03-07 20:47:08.0866667,32,3,S,1562,sql_azuredw
2019-03-07 20:47:09.7000000,32,1,M,1577,sql_azuredw
2019-03-07 20:47:11.3900000,32,2,M,1662,sql_azuredw
2019-03-07 20:47:13.0766667,32,3,M,1655,sql_azuredw
2019-03-07 20:47:18.1133333,32,1,L,4999,sql_azuredw
2019-03-07 20:47:23.4500000,32,2,L,5292,sql_azuredw
2019-03-07 20:47:29.6733333,32,3,L,6197,sql_azuredw
2019-03-07 20:47:30.9566667,32,1,S,1249,sql_azuredw
2019-03-07 20:47:32.3633333,32,2,S,1380,sql_azuredw
2019-03-07 20:47:33.8833333,32,3,S,1473,sql_azuredw
2019-03-07 20:47:35.5266667,32,1,M,1622,sql_azuredw
2019-03-07 20:47:37.1966667,32,2,M,1639,sql_azuredw
2019-03-07 20:47:38.9666667,32,3,M,1726,sql_azuredw
2019-03-07 20:47:43.8933333,32,1,L,4896,sql_azuredw
2019-03-08 16:57:53.1133333,4,2,L,169849,redshift
2019-03-07 20:47:49.2100000,32,2,L,5284,sql_azuredw
2019-03-07 20:47:55.4666667,32,3,L,6217,sql_azuredw
2019-03-08 16:59:10.2500000,4,3,L,77102,redshift
2019-03-08 16:59:10.9533333,4,1,S,674,redshift
2019-03-08 16:59:13.4700000,4,2,S,2489,redshift
2019-03-08 16:59:14.3933333,4,3,S,887,redshift
2019-03-08 16:59:20.7566667,4,1,M,6325,redshift
2019-03-08 16:59:38.6666667,4,2,M,17882,redshift
2019-03-08 16:59:46.3633333,4,3,M,7672,redshift
2019-03-08 17:00:41.4200000,4,1,L,55015,redshift
2019-03-08 17:03:31.5100000,4,2,L,170050,redshift
2019-03-08 17:04:47.1733333,4,3,L,75630,redshift
2019-03-07 22:29:13.1400000,8,1,S,433,brytlyt
2019-03-07 22:29:13.2966667,8,2,S,110,brytlyt
2019-03-07 22:29:13.5166667,8,3,S,168,brytlyt
2019-03-07 22:29:13.6433333,8,1,S,108,brytlyt
2019-03-07 22:29:13.7833333,8,2,S,109,brytlyt
2019-03-07 22:29:13.9866667,8,3,S,165,brytlyt
2019-03-07 22:29:14.1100000,8,1,S,106,brytlyt
2019-03-07 22:29:14.2666667,8,2,S,110,brytlyt
2019-03-07 22:29:14.4700000,8,3,S,168,brytlyt
2019-03-07 22:33:01.1500000,8,1,S,1994,sql_server
2019-03-07 22:51:54.6300000,16,1,S,1967,sql_server
2019-03-07 22:51:55.0833333,16,2,S,419,sql_server
2019-03-07 22:51:55.5666667,16,3,S,462,sql_server
2019-03-07 22:51:58.6366667,16,1,M,3028,sql_server
2019-03-07 22:52:02.3733333,16,2,M,3714,sql_server
2019-03-07 22:52:07.5633333,16,3,M,5122,sql_server
2019-03-07 22:52:43.0466667,16,1,L,35456,sql_server
2019-03-07 22:53:19.2400000,16,2,L,36149,sql_server
2019-03-07 22:53:59.7033333,16,3,L,40436,sql_server
2019-03-07 22:54:01.5500000,16,1,S,1808,sql_server
2019-03-07 22:54:01.9866667,16,2,S,414,sql_server
2019-03-07 22:54:02.5500000,16,3,S,535,sql_server
2019-03-07 22:54:05.5500000,16,1,M,2966,sql_server
2019-03-07 22:54:09.3200000,16,2,M,3744,sql_server
2019-03-07 22:54:14.4900000,16,3,M,5133,sql_server
2019-03-07 22:54:49.9200000,16,1,L,35393,sql_server
2019-03-07 22:55:26.1333333,16,2,L,36166,sql_server
2019-03-07 22:56:06.8166667,16,3,L,40656,sql_server
2019-03-07 22:56:08.6600000,16,1,S,1799,sql_server
2019-03-07 22:56:09.1300000,16,2,S,414,sql_server
2019-03-07 22:56:09.6300000,16,3,S,475,sql_server
2019-03-07 22:56:12.6333333,16,1,M,2973,sql_server
2019-03-07 22:56:16.4933333,16,2,M,3830,sql_server
2019-03-07 22:56:21.4666667,16,3,M,4938,sql_server
2019-03-07 22:56:56.9400000,16,1,L,35444,sql_server
2019-03-07 22:57:33.4600000,16,2,L,36476,sql_server
2019-03-07 22:58:14.5133333,16,3,L,41018,sql_server
2019-03-07 23:11:46.7400000,32,1,S,1904,sql_server
2019-03-07 23:11:47.0066667,32,2,S,233,sql_server
2019-03-07 23:11:47.2733333,32,3,S,229,sql_server
2019-03-07 23:11:50.2600000,32,1,M,2964,sql_server
2019-03-07 23:11:54.1533333,32,2,M,3866,sql_server
2019-03-07 23:11:58.6700000,32,3,M,4490,sql_server
2019-03-07 23:12:34.3300000,32,1,L,35617,sql_server
